,content
86,"{'companyId': 25205, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 3, 'imState': 'disabled', 'lastLogin': 1545808086000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_白石洲;1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': [], 'positionName': '广告数据分析师', 'workYear': '1-3年', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'image1/M00/00/34/Cgo8PFTUXJKAUGStAABQF8Ob-cc090.jpg', 'salary': '15k-20k', 'city': '深圳', 'financeStage': '上市公司', 'industryField': '游戏', 'approve': 1, 'positionId': 4143326, 'createTime': '2018-12-26 09:50:43', 'positionAdvantage': '上市公司,平台大,福利好,发展空间大', 'companyShortName': '吉比特', 'companySize': '150-500人', 'companyLabelList': ['上市游戏公司', '六险一金', '住房补贴', '年终分红'], 'publisherId': 7419430, 'score': 0, 'district': '南山区', 'positionLables': ['广告营销', '游戏'], 'industryLables': ['广告营销', '游戏'], 'businessZones': None, 'longitude': '113.953849', 'latitude': '22.542007', 'formatCreateTime': '09:50发布', 'companyFullName': '厦门吉比特网络技术股份有限公司', 'adWord': 0}"
87,"{'companyId': 429956, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 1, 'imState': 'today', 'lastLogin': 1545790510000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '金融类', 'secondType': '互联网金融', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '风控', 'skillLables': ['风控', '策略设计'], 'positionName': '反欺诈数据分析师', 'workYear': '1-3年', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'i/image2/M01/75/B3/CgotOVtj08qABq9YAAAUAvc41IQ246.jpg', 'salary': '9k-16k', 'city': '深圳', 'financeStage': '不需要融资', 'industryField': '移动互联网,金融', 'approve': 1, 'positionId': 5174066, 'createTime': '2018-12-26 09:41:48', 'positionAdvantage': '固定15薪,六险一金,各种团建,各种福利', 'companyShortName': '麦芒科技', 'companySize': '50-150人', 'companyLabelList': ['定期体检', '年终分红', '绩效奖金', '专项奖金'], 'publisherId': 4877146, 'score': 0, 'district': '南山区', 'positionLables': ['风控', '策略设计'], 'industryLables': [], 'businessZones': None, 'longitude': '113.9446', 'latitude': '22.54834', 'formatCreateTime': '09:41发布', 'companyFullName': '麦芒（深圳）互联网信息服务有限公司', 'adWord': 0}"
88,"{'companyId': 28121, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 1, 'imState': 'today', 'lastLogin': 1545806777000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '运营|编辑|客服类', 'secondType': '运营', 'isSchoolJob': 0, 'subwayline': '7号线', 'stationname': '农林', 'linestaion': '1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;11号线/机场线_车公庙;7号线_农林;7号线_车公庙;7号线_上沙;9号线_下沙;9号线_车公庙', 'thirdType': '数据运营', 'skillLables': [], 'positionName': '财务数据分析师', 'workYear': '3-5年', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'i/image/M00/00/AD/Cgp3O1ZSwWuATjtNAAAfDHrmDjo001.png', 'salary': '10k-20k', 'city': '深圳', 'financeStage': 'D轮及以上', 'industryField': '移动互联网,旅游', 'approve': 1, 'positionId': 5150274, 'createTime': '2018-12-26 10:38:23', 'positionAdvantage': '国际化平台,环境舒适,好玩有趣', 'companyShortName': 'KLOOK 客路旅行', 'companySize': '500-2000人', 'companyLabelList': ['零食水果供应', '带薪年假', '绩效奖金', '扁平管理'], 'publisherId': 366796, 'score': 0, 'district': '福田区', 'positionLables': [], 'industryLables': [], 'businessZones': None, 'longitude': '114.030219', 'latitude': '22.533263', 'formatCreateTime': '10:38发布', 'companyFullName': '深圳市客路网络科技有限公司', 'adWord': 0}"
89,"{'companyId': 401, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'today', 'lastLogin': 1545810141000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '深大', 'linestaion': '1号线/罗宝线_高新园;1号线/罗宝线_深大', 'thirdType': '数据分析', 'skillLables': ['数据运营'], 'positionName': '移动游戏数据分析', 'workYear': '5-10年', 'education': '本科', 'jobNature': '全职', 'companyLogo': 'image1/M00/00/03/CgYXBlTUV_mAAUZkAABiNm6Emp4030.jpg', 'salary': '20k-30k', 'city': '深圳', 'financeStage': '上市公司', 'industryField': '移动互联网', 'approve': 1, 'positionId': 5435614, 'createTime': '2018-12-21 10:35:44', 'positionAdvantage': '薪酬有吸引力；弹性上班；上市公司空间大', 'companyShortName': '乐逗游戏', 'companySize': '500-2000人', 'companyLabelList': ['绩效奖金', '五险一金', '带薪年假', '节日礼物'], 'publisherId': 11556964, 'score': 0, 'district': '南山区', 'positionLables': ['游戏', '数据运营'], 'industryLables': ['游戏', '数据运营'], 'businessZones': ['科技园', '南山医院', '大冲'], 'longitude': '113.9446', 'latitude': '22.54834', 'formatCreateTime': '2018-12-21', 'companyFullName': '深圳市创梦天地科技有限公司', 'adWord': 0}"
90,"{'companyId': 24748, 'score': 0, 'positionId': 3200572, 'positionName': '数据分析师（数据仓库）（深圳）', 'createTime': '2018-12-26 00:00:15', 'positionAdvantage': '公司发展前景好，福利待遇好', 'salary': '15k-20k', 'approve': 1, 'workYear': '不限', 'education': '本科', 'city': '深圳', 'companyLogo': 'i/image/M00/7D/7C/Cgp3O1hHwlSAXh_pAACcLWenfL8606.jpg', 'jobNature': '全职', 'industryField': '金融', 'companyShortName': '平安科技', 'financeStage': '不需要融资', 'companySize': '2000人以上', 'companyLabelList': ['节日礼物', '年度旅游', '岗位晋升', '技能培训'], 'publisherId': 811225, 'district': '福田区', 'positionLables': ['大数据'], 'industryLables': ['大数据'], 'businessZones': ['八卦岭', '笋岗', '园岭', '八卦岭', '笋岗', '园岭'], 'formatCreateTime': '00:00发布', 'longitude': '114.09938142', 'latitude': '22.55951564', 'companyFullName': '平安科技（深圳）有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 35, 'resumeProcessDay': 4, 'imState': 'today', 'lastLogin': 1545804943000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '7号线', 'stationname': '八卦岭', 'linestaion': '3号线/龙岗线_通新岭;3号线/龙岗线_红岭;7号线_黄木岗;7号线_八卦岭;7号线_红岭北;7号线_笋岗;9号线_银湖;9号线_泥岗;9号线_红岭北;9号线_园岭;9号线_红岭', 'thirdType': '数据分析', 'skillLables': []}"
91,"{'companyId': 451, 'score': 0, 'positionId': 4116164, 'positionName': '20718-数据分析工程师（深圳）', 'createTime': '2018-12-24 17:17:35', 'positionAdvantage': '大空间,大平台', 'salary': '18k-36k', 'approve': 1, 'workYear': '3-5年', 'education': '本科', 'city': '深圳', 'companyLogo': 'image1/M00/00/03/CgYXBlTUV_qALGv0AABEuOJDipU378.jpg', 'jobNature': '全职', 'industryField': '移动互联网 ,游戏', 'companyShortName': '腾讯', 'financeStage': '上市公司', 'companySize': '2000人以上', 'companyLabelList': ['免费班车', '成长空间', '年度旅游', '岗位晋升'], 'publisherId': 7349721, 'district': '南山区', 'positionLables': ['大数据', '数据挖掘'], 'industryLables': ['大数据', '数据挖掘'], 'businessZones': ['科技园', '前海', '南头'], 'formatCreateTime': '2天前发布', 'longitude': '113.935333', 'latitude': '22.540406', 'companyFullName': '腾讯科技(深圳)有限公司', 'adWord': 0, 'hitags': ['免费班车', '年轻团队', '学习机会', 'mac办公', '定期团建', '开工利是红包'], 'resumeProcessRate': 10, 'resumeProcessDay': 1, 'imState': 'disabled', 'lastLogin': 1545808603000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '1号线/罗宝线', 'stationname': '桃园', 'linestaion': '1号线/罗宝线_深大;1号线/罗宝线_桃园', 'thirdType': '数据分析', 'skillLables': ['数据挖掘']}"
92,"{'companyId': 118347, 'score': 0, 'positionId': 5158681, 'positionName': '游戏数据分析师', 'createTime': '2018-12-21 17:40:18', 'positionAdvantage': '绩效奖金,全勤奖,年终奖', 'salary': '10k-20k', 'approve': 1, 'workYear': '3-5年', 'education': '本科', 'city': '深圳', 'companyLogo': 'i/image/M00/0F/A5/CgqKkVbeYU-AYSO4AAAMQ9pzP7M354.jpg', 'jobNature': '全职', 'industryField': '游戏,移动互联网', 'companyShortName': '辉耀互娱', 'financeStage': 'A轮', 'companySize': '50-150人', 'companyLabelList': ['年底双薪', '带薪年假', '绩效奖金', '岗位晋升'], 'publisherId': 4331062, 'district': '南山区', 'positionLables': ['游戏'], 'industryLables': ['游戏'], 'businessZones': None, 'formatCreateTime': '2018-12-21', 'longitude': '113.935886', 'latitude': '22.556536', 'companyFullName': '深圳优依购互娱科技有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 7, 'resumeProcessDay': 1, 'imState': 'today', 'lastLogin': 1545808519000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '运营|编辑|客服类', 'secondType': '运营', 'isSchoolJob': 0, 'subwayline': None, 'stationname': None, 'linestaion': None, 'thirdType': '数据运营', 'skillLables': []}"
93,"{'companyId': 25205, 'score': 0, 'positionId': 4958360, 'positionName': '数据分析师（挖掘方向）', 'createTime': '2018-12-26 09:50:41', 'positionAdvantage': '上市公司,平台大,福利好,发展空间大', 'salary': '15k-20k', 'approve': 1, 'workYear': '3-5年', 'education': '本科', 'city': '深圳', 'companyLogo': 'image1/M00/00/34/Cgo8PFTUXJKAUGStAABQF8Ob-cc090.jpg', 'jobNature': '全职', 'industryField': '游戏', 'companyShortName': '吉比特', 'financeStage': '上市公司', 'companySize': '150-500人', 'companyLabelList': ['上市游戏公司', '六险一金', '住房补贴', '年终分红'], 'publisherId': 7419430, 'district': '南山区', 'positionLables': ['SPSS'], 'industryLables': [], 'businessZones': None, 'formatCreateTime': '09:50发布', 'longitude': '22.542007', 'latitude': '113.953849', 'companyFullName': '厦门吉比特网络技术股份有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 3, 'imState': 'disabled', 'lastLogin': 1545808086000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': None, 'stationname': None, 'linestaion': None, 'thirdType': '数据分析', 'skillLables': ['SPSS']}"
94,"{'companyId': 115637, 'score': 0, 'positionId': 5272860, 'positionName': '运营数据分析师', 'createTime': '2018-12-26 14:46:35', 'positionAdvantage': '绩效奖金；节日福利；弹性制工作', 'salary': '7k-13k', 'approve': 1, 'workYear': '1-3年', 'education': '本科', 'city': '深圳', 'companyLogo': 'i/image2/M01/5A/73/CgoB5lsozOqAZ2XmAAATE0isTPU169.jpg', 'jobNature': '全职', 'industryField': '社交网络,金融', 'companyShortName': '万汇互联', 'financeStage': '天使轮', 'companySize': '150-500人', 'companyLabelList': ['年终分红', '绩效奖金', '股票期权', '带薪年假'], 'publisherId': 4043963, 'district': '南山区', 'positionLables': ['数据运营'], 'industryLables': [], 'businessZones': ['深圳湾', '大冲', '科技园'], 'formatCreateTime': '14:46发布', 'longitude': '22.533503', 'latitude': '113.953808', 'companyFullName': '万汇互联（深圳）科技有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 63, 'resumeProcessDay': 2, 'imState': 'today', 'lastLogin': 1545805134000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': None, 'stationname': None, 'linestaion': None, 'thirdType': '数据分析', 'skillLables': ['数据运营']}"
95,"{'companyId': 30356, 'score': 0, 'positionId': 5350822, 'positionName': '数据分析建模专家', 'createTime': '2018-12-17 13:39:28', 'positionAdvantage': '500强，年奖多', 'salary': '20k-40k', 'approve': 1, 'workYear': '5-10年', 'education': '本科', 'city': '深圳', 'companyLogo': 'i/image2/M01/B1/70/CgoB5lv-ZeaAV8vBAACB3Ywnv-o854.png', 'jobNature': '全职', 'industryField': '电子商务', 'companyShortName': '平安城科', 'financeStage': '上市公司', 'companySize': '500-2000人', 'companyLabelList': ['节日礼物', '技能培训', '绩效奖金', '岗位晋升'], 'publisherId': 5370135, 'district': '南山区', 'positionLables': ['大数据', '房产服务', '可视化'], 'industryLables': ['大数据', '房产服务', '可视化'], 'businessZones': ['南油', '海王大厦', '后海'], 'formatCreateTime': '2018-12-17', 'longitude': '113.933278', 'latitude': '22.517623', 'companyFullName': '平安城市建设科技（深圳）有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 0, 'resumeProcessDay': 0, 'imState': 'threeDays', 'lastLogin': 1545720174000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '2号线/蛇口线', 'stationname': '登良', 'linestaion': '2号线/蛇口线_登良;2号线/蛇口线_后海;11号线/机场线_南山;11号线/机场线_后海', 'thirdType': '可视化', 'skillLables': ['可视化']}"
96,"{'companyId': 128998, 'score': 0, 'positionId': 5405110, 'positionName': 'bi数据分析师', 'createTime': '2018-12-24 18:21:55', 'positionAdvantage': '五险一金，周末双休，朝九晚六', 'salary': '10k-20k', 'approve': 1, 'workYear': '3-5年', 'education': '本科', 'city': '深圳', 'companyLogo': 'i/image/M00/2A/A6/Cgp3O1cyziuAfM5AAAAe20ZOb-4754.png', 'jobNature': '全职', 'industryField': '移动互联网,金融', 'companyShortName': '海万科技', 'financeStage': '不需要融资', 'companySize': '500-2000人', 'companyLabelList': [], 'publisherId': 11741560, 'district': '福田区', 'positionLables': ['ETL'], 'industryLables': [], 'businessZones': ['新洲', '石厦', '皇岗'], 'formatCreateTime': '2天前发布', 'longitude': '114.055036', 'latitude': '22.52153', 'companyFullName': '上海海万信息科技股份有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 1, 'imState': 'today', 'lastLogin': 1545806109000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '开发|测试|运维类', 'secondType': '数据开发', 'isSchoolJob': 0, 'subwayline': '7号线', 'stationname': '福民', 'linestaion': '4号线/龙华线_福民;1号线/罗宝线_购物公园;3号线/龙岗线_石厦;3号线/龙岗线_购物公园;7号线_沙尾;7号线_石厦;7号线_皇岗村;7号线_福民', 'thirdType': '数据分析', 'skillLables': ['ETL']}"
97,"{'companyId': 160058, 'score': 0, 'positionId': 4082376, 'positionName': 'BI数据分析', 'createTime': '2018-12-26 14:20:35', 'positionAdvantage': '五险一金,带薪年假,周末双休,员工福利', 'salary': '15k-25k', 'approve': 1, 'workYear': '3-5年', 'education': '本科', 'city': '深圳', 'companyLogo': 'i/image/M00/BB/D7/CgqKkVjHj5yABuQ7AABk6-EQ144449.png', 'jobNature': '全职', 'industryField': '移动互联网', 'companyShortName': '滴滴优点', 'financeStage': 'A轮', 'companySize': '50-150人', 'companyLabelList': ['定期体检', '绩效奖金', '领导好', '五险一金'], 'publisherId': 6564143, 'district': '福田区', 'positionLables': ['大数据', '商业'], 'industryLables': ['大数据', '商业'], 'businessZones': None, 'formatCreateTime': '14:20发布', 'longitude': '114.031537', 'latitude': '22.534054', 'companyFullName': '滴滴优点科技（深圳）有限公司', 'adWord': 0, 'hitags': None, 'resumeProcessRate': 100, 'resumeProcessDay': 1, 'imState': 'disabled', 'lastLogin': 1545785887000, 'explain': None, 'plus': None, 'pcShow': 0, 'appShow': 0, 'deliver': 0, 'gradeDescription': None, 'promotionScoreExplain': None, 'firstType': '产品|需求|项目类', 'secondType': '数据分析', 'isSchoolJob': 0, 'subwayline': '7号线', 'stationname': '车公庙', 'linestaion': '1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;11号线/机场线_车公庙;7号线_车公庙;7号线_上沙;9号线_下沙;9号线_车公庙', 'thirdType': '数据分析', 'skillLables': ['商业']}"
